year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2009,Female,TRUE,TRUE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,9511.8844
2009,Female,TRUE,TRUE,32,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,7178.0106
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,NJ,9667.5476
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,10181.0778
2009,Female,TRUE,TRUE,46,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",NY,15573.6695
2009,Female,TRUE,TRUE,32,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",NY,14657.8127
2009,Female,TRUE,TRUE,36,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,15685.3258
2009,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,12269.9904
2009,Female,TRUE,TRUE,38,25-54,Black,Non-Hispanic,Bachelor's degree,US native,NY,15685.3258
2009,Female,FALSE,FALSE,43,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,14556.1275
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,14010.4179
2009,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Graduate degree,US native,NY,13636.7136
2009,Female,TRUE,TRUE,53,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",NY,11896.6248
2009,Female,TRUE,TRUE,50,25-54,White,Non-Hispanic,Associate degree,US native,NY,13537.3076
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Graduate degree,US native,NY,13537.3076
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,NY,14996.0984
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,NY,13279.1509
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,NY,13147.3632
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,14122.5868
2009,Female,FALSE,FALSE,33,25-54,Black,Non-Hispanic,Bachelor's degree,US native,NC,12980.3858
2009,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,10323.8648
2009,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,NC,10049.1459
2009,Female,FALSE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,10191.0777
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,NC,12003.3092
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,NC,12003.3092
2009,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,NC,12422.8084
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,10526.171
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,NC,11874.4289
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Some college,US native,NC,12933.5528
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,ND,1202.4123
2009,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,1650.1297
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1264.8003
2009,Female,FALSE,FALSE,79,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1294.8437
2009,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,ND,1260.2852
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,OH,10996.0733
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,10996.0733
2009,Female,TRUE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,11608.289
2009,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,11796.9456
2009,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,12016.8281
2009,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Associate degree,US native,OH,14676.0504
2009,Female,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Bachelor's degree,US native,OH,16525.7938
2009,Female,FALSE,TRUE,48,25-54,White,Non-Hispanic,Graduate degree,US native,OH,12018.2216
2009,Female,TRUE,TRUE,60,55 and over,White,Non-Hispanic,Some college,US native,OH,12863.7443
2009,Female,FALSE,FALSE,30,25-54,Other,Non-Hispanic,Associate degree,US native,OH,12153.6413
2009,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,OH,11894.4509
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,OH,11702.9309
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,OH,10908.4411
2009,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,9202.4239
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,OK,7778.2058
2009,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,OK,7530.5921
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,OK,7530.5921
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,8134.1492
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,8356.5168
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Associate degree,US native,OR,6773.5352
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,No high school,US native,OR,8134.1492
2009,Female,FALSE,FALSE,60,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,OR,6213.3871
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,OR,8295.1317
2009,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Associate degree,US native,OR,8567.8843
2009,Female,TRUE,TRUE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,7198.9986
2009,Female,FALSE,FALSE,64,55 and over,Black,Non-Hispanic,No high school,US native,PA,10438.1437
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",PA,10863.1441
2009,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,PA,12257.2685
2009,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,11654.327
2009,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Associate degree,US native,PA,11867.0669
2009,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,9320.6021
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,PA,10686.1675
2009,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Completed high school,US native,PA,10162.3168
2009,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,9320.6021
2009,Female,TRUE,TRUE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,9995.7215
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Graduate degree,US native,PA,10185.4027
2009,Male,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,9542.9608
2009,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,1802.2413
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",RI,1639.5038
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,RI,1773.2223
2009,Female,TRUE,TRUE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,1643.8819
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,8598.1584
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,7843.7977
2009,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,10217.68
2009,Female,FALSE,FALSE,54,25-54,Other,Non-Hispanic,Bachelor's degree,US native,SC,8210.8195
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,SC,8724.0902
2009,Female,FALSE,FALSE,28,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,11444.8568
2009,Female,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,12317.5231
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,SD,1853.3183
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,SD,1267.0459
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,1453.6666
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,SD,1660.2026
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,13655.2987
2009,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,13655.2987
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Graduate degree,US native,TN,11952.8337
2009,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,TN,11172.7013
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,12935.238
2009,Female,FALSE,FALSE,47,25-54,White,Hispanic,Completed high school,"Foreign-born, non-citizen",TX,12946.578
2009,Female,FALSE,FALSE,51,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TX,10937.5252
2009,Female,FALSE,FALSE,33,25-54,Black,Hispanic,Associate degree,US native,TX,11514.6368
2009,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Graduate degree,US native,TX,13877.3978
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,TX,13227.1143
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,TX,13467.7289
2009,Female,FALSE,FALSE,54,25-54,Black,Non-Hispanic,Associate degree,US native,TX,12172.5126
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,15095.1931
2009,Male,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,UT,5163.8739
2009,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,5209.3568
2009,Female,TRUE,TRUE,62,55 and over,Asian,Non-Hispanic,Some college,"Foreign-born, citizen",UT,4365.7689
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,UT,5589.354
2009,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,UT,5354.5908
2009,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,VT,1694.2492
2009,Female,TRUE,TRUE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,1129.2525
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,10539.601
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,9322.9942
2009,Male,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,VA,12764.0935
2009,Female,TRUE,TRUE,47,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",VA,9188.2533
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,VA,10174.5888
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,VA,10452.7371
2009,Female,FALSE,FALSE,28,25-54,Black,Non-Hispanic,Associate degree,US native,VA,9358.1497
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Graduate degree,US native,VA,9523.2404
2009,Male,FALSE,FALSE,48,25-54,White,Non-Hispanic,Graduate degree,US native,VA,9455.8352
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,10299.8471
2009,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WA,11342.1068
2009,Female,TRUE,TRUE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,WA,12234.5017
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,WV,4638.7564
2009,Female,TRUE,TRUE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,7227.246
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WI,7154.3607
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,WI,7758.6626
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,7311.7847
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,WI,7019.4119
2009,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,WI,6762.749
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,WY,1513.4194
2009,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,WY,1593.7023
2009,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,AL,10550.4491
2009,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,AL,15915.9974
2009,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,11084.349
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,AK,1279.5137
2009,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,AK,1100.4373
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,AZ,16858.7521
2009,Female,FALSE,FALSE,32,25-54,White,Hispanic,Graduate degree,US native,AZ,13845.6609
2009,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Graduate degree,US native,AR,6489.1558000000005
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,AR,6489.1558000000005
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,AR,6466.7851
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,AR,7328.724
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,CA,11394.3951
2009,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,CA,11872.7884
2009,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Associate degree,US native,CA,10965.2915
2009,Female,TRUE,TRUE,29,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,9915.641
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,11931.9708
2009,Female,FALSE,FALSE,41,25-54,White,Hispanic,Bachelor's degree,US native,CA,11649.0741
2009,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,CA,12291.5217
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,CA,12170.7041
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,CA,11119.9491
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,10358.5589
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,11090.5027
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Completed high school,"Foreign-born, citizen",CA,10908.3878
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,CA,11155.4396
2009,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",CA,11677.4766
2009,Female,FALSE,FALSE,48,25-54,White,Hispanic,Associate degree,US native,CA,11076.9044
2009,Female,TRUE,TRUE,52,25-54,White,Non-Hispanic,Graduate degree,US native,CA,11090.5027
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,12107.5449
2009,Female,FALSE,TRUE,50,25-54,Asian,Non-Hispanic,Associate degree,US native,CA,13602.5674
2009,Female,FALSE,FALSE,42,25-54,White,Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CA,11049.7557
2009,Female,TRUE,TRUE,65,55 and over,White,Non-Hispanic,Graduate degree,US native,CA,10924.2963
2009,Female,TRUE,TRUE,35,25-54,White,Non-Hispanic,Associate degree,US native,CA,11776.6477
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,CA,11081.5644
2009,Male,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,CA,13135.1628
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,7614.9584
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,6994.2641
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,No high school,US native,CO,7532.3307
2009,Female,TRUE,TRUE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,6707.5057
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CO,7302.7521
2009,Female,FALSE,TRUE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,7223.512
2009,Female,FALSE,FALSE,49,25-54,Other,Non-Hispanic,Associate degree,US native,CO,9877.3644
2009,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Graduate degree,US native,CO,6880.8335
2009,Female,FALSE,FALSE,58,55 and over,White,Hispanic,Bachelor's degree,US native,CO,6078.5565
2009,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Graduate degree,US native,CO,6890.8275
2009,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,4475.714
2009,Female,FALSE,FALSE,73,55 and over,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CT,3586.4299
2009,Female,FALSE,FALSE,46,25-54,Black,Non-Hispanic,Some college,US native,CT,4912.1376
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Graduate degree,US native,CT,4218.1284
2009,Female,TRUE,TRUE,45,25-54,White,Non-Hispanic,Graduate degree,US native,CT,4392.2215
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,CT,3927.9793
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,4011.4947
2009,Male,TRUE,TRUE,36,25-54,White,Non-Hispanic,Associate degree,US native,CT,5342.7177
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,DE,1449.2918
2009,Male,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,2136.8719
2009,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,1714.5278
2009,Female,FALSE,FALSE,46,25-54,Black,Non-Hispanic,Associate degree,US native,DE,1404.7911
2009,Male,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",DC,1087.9817
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,FL,16526.8436
2009,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,18562.309
2009,Male,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,FL,13276.6791
2009,Female,FALSE,FALSE,23,16-24,Black,Non-Hispanic,Bachelor's degree,US native,FL,15531.4617
2009,Female,FALSE,FALSE,67,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,16458.6854
2009,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",FL,17482.942
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,FL,13740.0618
2009,Female,FALSE,FALSE,31,25-54,White,Hispanic,Associate degree,US native,FL,14809.1688
2009,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,18779.0964
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,13740.0618
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,13740.0618
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,13740.0618
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,GA,12789.4831
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Graduate degree,US native,GA,16329.8756
2009,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Graduate degree,US native,GA,16329.8756
2009,Female,FALSE,FALSE,25,25-54,Black,Non-Hispanic,Associate degree,US native,GA,14093.162
2009,Female,FALSE,FALSE,32,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,HI,2241.8444
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",HI,2539.5068
2009,Female,TRUE,TRUE,34,25-54,Asian,Non-Hispanic,Associate degree,US native,HI,2061.778
2009,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,HI,2082.6172
2009,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",ID,4430.605
2009,Male,FALSE,FALSE,27,25-54,White,Hispanic,Associate degree,US native,IL,16164.6599
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,IL,10601.8789
2009,Female,FALSE,FALSE,46,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IL,13762.0247
2009,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Graduate degree,US native,IN,9676.4763
2009,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,IN,14883.1126
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,IN,9976.5739
2009,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,IN,14877.3152
2009,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Associate degree,US native,IA,4747.8049
2009,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,4747.8049
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,IA,5198.4142
2009,Male,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,4824.9916
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,IA,4473.5129
2009,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,4797.0879
2009,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Graduate degree,US native,IA,4582.5453
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Graduate degree,US native,IA,4217.9597
2009,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KS,4996.1952
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,5853.5441
2009,Female,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Bachelor's degree,US native,KY,9604.8975
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,KY,8327.1491
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,KY,8391.572
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,8359.1859
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,8253.5333
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,20798.5968
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,LA,15090.4258
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,LA,13951.5177
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,19849.245
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Graduate degree,US native,ME,2223.5852
2009,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,ME,1860.1119
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,2290.5894
2009,Male,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",ME,2839.4554
2009,Female,TRUE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,2227.988
2009,Female,TRUE,TRUE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,2036.6533
2009,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,ME,2289.3912
2009,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,2471.7481
2009,Female,FALSE,FALSE,54,25-54,Black,Non-Hispanic,Graduate degree,US native,MD,7827.6237
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,6177.8649
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,6653.1261
2009,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Bachelor's degree,US native,MD,7911.6595
2009,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,MD,7022.7847
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Graduate degree,US native,MD,5854.9192
2009,Female,FALSE,FALSE,56,55 and over,Black,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",MD,8137.6866
2009,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Some college,"Foreign-born, non-citizen",MD,7911.6595
2009,Female,FALSE,FALSE,51,25-54,Black,Non-Hispanic,Some college,"Foreign-born, citizen",MD,7827.6237
2009,Female,FALSE,FALSE,30,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",MD,7002.8845
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,6177.8649
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,MD,6500.7237
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,6177.8649
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MD,6393.9765
2009,Male,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,MD,5960.3612
2009,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,13648.6608
2009,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MA,13627.4882
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,MA,13702.7935
2009,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Associate degree,US native,MI,13210.7697
2009,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Associate degree,US native,MI,10136.0919
